sale_id,sale_date,customer_name,email,region_name,product_name,category,quantity,sale_amount
831,2023-09-15,Arjun Gupta,arjun.gupta@example.com,West,Headphones,Accessories,4,12000.0
862,2024-06-12,Arjun Chopra,arjun.chopra@example.com,West,Headphones,Accessories,3,9000.0
37,2024-12-26,Simran Iyer,simran.iyer@example.com,East,Headphones,Accessories,4,12000.0
68,2024-02-14,Priya Kumar,priya.kumar@example.com,East,Headphones,Accessories,3,9000.0
129,2024-02-12,Neha Kumar,neha.kumar@example.com,East,Headphones,Accessories,2,6000.0
169,2023-03-04,Simran Reddy,simran.reddy@example.com,East,Headphones,Accessories,3,9000.0
178,2024-03-28,Amit Iyer,amit.iyer@example.com,East,Headphones,Accessories,2,6000.0
228,2023-07-26,Rahul Sharma,rahul.sharma@example.com,East,Headphones,Accessories,1,3000.0
267,2024-07-24,Ravi Sharma,ravi.sharma@example.com,East,Headphones,Accessories,5,15000.0
272,2024-02-07,Amit Gupta,amit.gupta@example.com,East,Headphones,Accessories,5,15000.0
276,2024-07-20,Simran Kumar,simran.kumar@example.com,East,Headphones,Accessories,3,9000.0
280,2024-06-22,Simran Mehta,simran.mehta@example.com,East,Headphones,Accessories,5,15000.0
325,2023-09-06,Simran Sharma,simran.sharma@example.com,East,Headphones,Accessories,3,9000.0
337,2023-05-02,Pooja Singh,pooja.singh@example.com,East,Headphones,Accessories,1,3000.0
341,2024-08-22,Simran Gupta,simran.gupta@example.com,East,Headphones,Accessories,1,3000.0
439,2023-12-09,Amit Reddy,amit.reddy@example.com,East,Headphones,Accessories,5,15000.0
484,2024-06-24,Rahul Reddy,rahul.reddy@example.com,East,Headphones,Accessories,5,15000.0
502,2024-05-24,Karan Iyer,karan.iyer@example.com,East,Headphones,Accessories,3,9000.0
529,2023-03-01,Priya Reddy,priya.reddy@example.com,East,Headphones,Accessories,2,6000.0
657,2024-01-11,Amit Reddy,amit.reddy@example.com,East,Headphones,Accessories,3,9000.0
703,2024-01-22,Neha Kumar,neha.kumar@example.com,East,Headphones,Accessories,1,3000.0
704,2023-05-07,Simran Gupta,simran.gupta@example.com,East,Headphones,Accessories,1,3000.0
716,2023-05-16,Amit Singh,amit.singh@example.com,East,Headphones,Accessories,2,6000.0
723,2023-07-19,Simran Gupta,simran.gupta@example.com,East,Headphones,Accessories,5,15000.0
729,2024-03-27,Rahul Verma,rahul.verma@example.com,East,Headphones,Accessories,2,6000.0
752,2024-05-15,Amit Iyer,amit.iyer@example.com,East,Headphones,Accessories,4,12000.0
754,2024-07-25,Rahul Sharma,rahul.sharma@example.com,East,Headphones,Accessories,1,3000.0
804,2023-05-14,Neha Kumar,neha.kumar@example.com,East,Headphones,Accessories,2,6000.0
806,2023-01-16,Arjun Patel,arjun.patel@example.com,East,Headphones,Accessories,4,12000.0
808,2023-11-23,Rahul Sharma,rahul.sharma@example.com,East,Headphones,Accessories,4,12000.0
835,2023-01-07,Karan Mehta,karan.mehta@example.com,East,Headphones,Accessories,5,15000.0
886,2023-01-22,Rahul Singh,rahul.singh@example.com,East,Headphones,Accessories,2,6000.0
899,2024-08-29,Amit Mehta,amit.mehta@example.com,East,Headphones,Accessories,2,6000.0
952,2023-05-25,Neha Singh,neha.singh@example.com,East,Headphones,Accessories,4,12000.0
13,2023-01-04,Simran Reddy,simran.reddy@example.com,South,Headphones,Accessories,3,9000.0
47,2024-01-21,Sneha Verma,sneha.verma@example.com,South,Headphones,Accessories,5,15000.0
106,2023-11-13,Neha Kumar,neha.kumar@example.com,South,Headphones,Accessories,3,9000.0
177,2023-02-24,Neha Kumar,neha.kumar@example.com,South,Headphones,Accessories,5,15000.0
207,2023-06-15,Karan Mehta,karan.mehta@example.com,South,Headphones,Accessories,1,3000.0
259,2023-06-06,Karan Reddy,karan.reddy@example.com,South,Headphones,Accessories,5,15000.0
295,2024-12-15,Karan Singh,karan.singh@example.com,South,Headphones,Accessories,5,15000.0
299,2024-04-06,Simran Verma,simran.verma@example.com,South,Headphones,Accessories,5,15000.0
314,2023-09-05,Karan Mehta,karan.mehta@example.com,South,Headphones,Accessories,3,9000.0
320,2023-01-19,Amit Iyer,amit.iyer@example.com,South,Headphones,Accessories,4,12000.0
345,2023-08-17,Simran Mehta,simran.mehta@example.com,South,Headphones,Accessories,4,12000.0
370,2024-08-17,Simran Mehta,simran.mehta@example.com,South,Headphones,Accessories,3,9000.0
374,2024-06-08,Sneha Chopra,sneha.chopra@example.com,South,Headphones,Accessories,1,3000.0
402,2023-08-02,Arjun Patel,arjun.patel@example.com,South,Headphones,Accessories,1,3000.0
417,2023-06-16,Neha Chopra,neha.chopra@example.com,South,Headphones,Accessories,5,15000.0
447,2023-06-30,Arjun Gupta,arjun.gupta@example.com,South,Headphones,Accessories,1,3000.0
491,2024-01-25,Simran Sharma,simran.sharma@example.com,South,Headphones,Accessories,2,6000.0
501,2024-05-14,Priya Reddy,priya.reddy@example.com,South,Headphones,Accessories,2,6000.0
542,2023-11-08,Ravi Sharma,ravi.sharma@example.com,South,Headphones,Accessories,5,15000.0
582,2023-08-14,Ravi Singh,ravi.singh@example.com,South,Headphones,Accessories,3,9000.0
634,2023-09-02,Rahul Gupta,rahul.gupta@example.com,South,Headphones,Accessories,4,12000.0
663,2023-08-15,Rahul Sharma,rahul.sharma@example.com,South,Headphones,Accessories,1,3000.0
745,2024-07-16,Sneha Sharma,sneha.sharma@example.com,South,Headphones,Accessories,4,12000.0
777,2024-03-04,Arjun Patel,arjun.patel@example.com,South,Headphones,Accessories,2,6000.0
867,2024-08-13,Neha Singh,neha.singh@example.com,South,Headphones,Accessories,2,6000.0
876,2024-06-28,Amit Mehta,amit.mehta@example.com,South,Headphones,Accessories,4,12000.0
949,2024-07-05,Arjun Chopra,arjun.chopra@example.com,South,Headphones,Accessories,1,3000.0
66,2024-06-27,Simran Sharma,simran.sharma@example.com,North,Headphones,Accessories,1,3000.0
89,2023-01-17,Amit Kumar,amit.kumar@example.com,North,Headphones,Accessories,1,3000.0
394,2024-10-15,Arjun Reddy,arjun.reddy@example.com,North,Headphones,Accessories,1,3000.0
453,2024-07-11,Rahul Sharma,rahul.sharma@example.com,North,Headphones,Accessories,5,15000.0
528,2024-05-26,Arjun Chopra,arjun.chopra@example.com,North,Headphones,Accessories,2,6000.0
588,2023-06-27,Neha Sharma,neha.sharma@example.com,North,Headphones,Accessories,2,6000.0
629,2024-07-03,Priya Patel,priya.patel@example.com,North,Headphones,Accessories,2,6000.0
651,2023-09-15,Neha Kumar,neha.kumar@example.com,North,Headphones,Accessories,1,3000.0
695,2023-03-17,Neha Kumar,neha.kumar@example.com,North,Headphones,Accessories,3,9000.0
762,2024-06-28,Rahul Singh,rahul.singh@example.com,North,Headphones,Accessories,3,9000.0
763,2024-04-14,Simran Sharma,simran.sharma@example.com,North,Headphones,Accessories,2,6000.0
801,2024-03-29,Pooja Reddy,pooja.reddy@example.com,North,Headphones,Accessories,3,9000.0
810,2023-05-07,Neha Verma,neha.verma@example.com,North,Headphones,Accessories,4,12000.0
873,2024-08-12,Neha Chopra,neha.chopra@example.com,North,Headphones,Accessories,2,6000.0
883,2024-11-05,Pooja Chopra,pooja.chopra@example.com,North,Headphones,Accessories,1,3000.0
892,2023-02-14,Sneha Chopra,sneha.chopra@example.com,North,Headphones,Accessories,3,9000.0
932,2024-12-03,Sneha Kumar,sneha.kumar@example.com,North,Headphones,Accessories,2,6000.0
120,2023-06-23,Simran Gupta,simran.gupta@example.com,Central,Office Chair,Furniture,3,24000.0
140,2024-02-12,Amit Reddy,amit.reddy@example.com,Central,Office Chair,Furniture,4,32000.0
144,2024-01-21,Ravi Iyer,ravi.iyer@example.com,Central,Office Chair,Furniture,3,24000.0
195,2023-03-24,Neha Singh,neha.singh@example.com,Central,Office Chair,Furniture,4,32000.0
319,2023-11-25,Amit Verma,amit.verma@example.com,Central,Office Chair,Furniture,3,24000.0
408,2024-03-16,Neha Chopra,neha.chopra@example.com,Central,Office Chair,Furniture,3,24000.0
425,2023-07-15,Ravi Iyer,ravi.iyer@example.com,Central,Office Chair,Furniture,4,32000.0
530,2023-07-19,Simran Reddy,simran.reddy@example.com,Central,Office Chair,Furniture,2,16000.0
548,2023-11-16,Arjun Patel,arjun.patel@example.com,Central,Office Chair,Furniture,2,16000.0
631,2023-12-13,Arjun Chopra,arjun.chopra@example.com,Central,Office Chair,Furniture,3,24000.0
707,2024-03-23,Neha Singh,neha.singh@example.com,Central,Office Chair,Furniture,3,24000.0
898,2023-03-24,Arjun Verma,arjun.verma@example.com,Central,Office Chair,Furniture,5,40000.0
900,2024-03-18,Karan Verma,karan.verma@example.com,Central,Office Chair,Furniture,4,32000.0
944,2024-07-21,Neha Singh,neha.singh@example.com,Central,Office Chair,Furniture,1,8000.0
953,2024-10-17,Karan Mehta,karan.mehta@example.com,Central,Office Chair,Furniture,3,24000.0
975,2024-05-26,Priya Reddy,priya.reddy@example.com,Central,Office Chair,Furniture,3,24000.0
28,2023-08-17,Amit Mehta,amit.mehta@example.com,West,Office Chair,Furniture,1,8000.0
35,2023-11-27,Arjun Verma,arjun.verma@example.com,West,Office Chair,Furniture,5,40000.0
151,2023-10-27,Arjun Chopra,arjun.chopra@example.com,West,Office Chair,Furniture,3,24000.0
179,2023-05-22,Amit Reddy,amit.reddy@example.com,West,Office Chair,Furniture,1,8000.0
256,2023-12-03,Karan Chopra,karan.chopra@example.com,West,Office Chair,Furniture,5,40000.0
270,2023-04-16,Sneha Chopra,sneha.chopra@example.com,West,Office Chair,Furniture,2,16000.0
298,2024-04-25,Amit Kumar,amit.kumar@example.com,West,Office Chair,Furniture,1,8000.0
308,2024-04-30,Arjun Singh,arjun.singh@example.com,West,Office Chair,Furniture,2,16000.0
313,2024-08-24,Pooja Singh,pooja.singh@example.com,West,Office Chair,Furniture,5,40000.0
346,2024-10-27,Amit Verma,amit.verma@example.com,West,Office Chair,Furniture,1,8000.0
384,2023-02-20,Sneha Chopra,sneha.chopra@example.com,West,Office Chair,Furniture,5,40000.0
415,2024-07-28,Sneha Chopra,sneha.chopra@example.com,West,Office Chair,Furniture,3,24000.0
422,2024-04-07,Neha Chopra,neha.chopra@example.com,West,Office Chair,Furniture,1,8000.0
479,2024-11-06,Amit Gupta,amit.gupta@example.com,West,Office Chair,Furniture,4,32000.0
554,2024-02-11,Priya Kumar,priya.kumar@example.com,West,Office Chair,Furniture,3,24000.0
569,2023-05-17,Rahul Sharma,rahul.sharma@example.com,West,Office Chair,Furniture,4,32000.0
692,2023-03-30,Arjun Chopra,arjun.chopra@example.com,West,Office Chair,Furniture,4,32000.0
701,2023-10-22,Arjun Patel,arjun.patel@example.com,West,Office Chair,Furniture,4,32000.0
742,2024-03-19,Pooja Chopra,pooja.chopra@example.com,West,Office Chair,Furniture,1,8000.0
759,2024-08-27,Amit Gupta,amit.gupta@example.com,West,Office Chair,Furniture,5,40000.0
778,2024-09-06,Karan Singh,karan.singh@example.com,West,Office Chair,Furniture,2,16000.0
853,2024-08-08,Ravi Chopra,ravi.chopra@example.com,West,Office Chair,Furniture,4,32000.0
860,2024-11-19,Pooja Sharma,pooja.sharma@example.com,West,Office Chair,Furniture,5,40000.0
871,2023-11-20,Amit Reddy,amit.reddy@example.com,West,Office Chair,Furniture,3,24000.0
943,2024-08-04,Simran Reddy,simran.reddy@example.com,West,Office Chair,Furniture,1,8000.0
948,2023-08-19,Karan Reddy,karan.reddy@example.com,West,Office Chair,Furniture,2,16000.0
981,2023-11-27,Sneha Sharma,sneha.sharma@example.com,West,Office Chair,Furniture,2,16000.0
983,2023-07-12,Priya Chopra,priya.chopra@example.com,West,Office Chair,Furniture,2,16000.0
34,2024-01-07,Neha Reddy,neha.reddy@example.com,East,Office Chair,Furniture,1,8000.0
45,2024-07-29,Ravi Sharma,ravi.sharma@example.com,East,Office Chair,Furniture,5,40000.0
118,2023-12-12,Rahul Sharma,rahul.sharma@example.com,East,Office Chair,Furniture,3,24000.0
126,2024-01-24,Neha Iyer,neha.iyer@example.com,East,Office Chair,Furniture,1,8000.0
181,2023-03-20,Pooja Singh,pooja.singh@example.com,East,Office Chair,Furniture,2,16000.0
185,2023-02-20,Neha Singh,neha.singh@example.com,East,Office Chair,Furniture,4,32000.0
203,2024-07-22,Sneha Sharma,sneha.sharma@example.com,East,Office Chair,Furniture,1,8000.0
205,2024-07-02,Karan Reddy,karan.reddy@example.com,East,Office Chair,Furniture,2,16000.0
233,2023-02-18,Arjun Verma,arjun.verma@example.com,East,Office Chair,Furniture,2,16000.0
245,2023-02-26,Pooja Verma,pooja.verma@example.com,East,Office Chair,Furniture,2,16000.0
334,2024-07-14,Priya Sharma,priya.sharma@example.com,East,Office Chair,Furniture,1,8000.0
357,2024-11-12,Arjun Chopra,arjun.chopra@example.com,East,Office Chair,Furniture,3,24000.0
421,2023-07-11,Priya Sharma,priya.sharma@example.com,East,Office Chair,Furniture,1,8000.0
441,2023-05-30,Priya Reddy,priya.reddy@example.com,East,Office Chair,Furniture,3,24000.0
553,2023-08-25,Arjun Gupta,arjun.gupta@example.com,East,Office Chair,Furniture,3,24000.0
586,2024-11-19,Amit Gupta,amit.gupta@example.com,East,Office Chair,Furniture,4,32000.0
638,2023-01-17,Priya Patel,priya.patel@example.com,East,Office Chair,Furniture,5,40000.0
718,2023-08-19,Sneha Sharma,sneha.sharma@example.com,East,Office Chair,Furniture,5,40000.0
741,2023-01-19,Arjun Chopra,arjun.chopra@example.com,East,Office Chair,Furniture,2,16000.0
753,2024-03-24,Simran Verma,simran.verma@example.com,East,Office Chair,Furniture,3,24000.0
774,2023-08-28,Arjun Verma,arjun.verma@example.com,East,Office Chair,Furniture,3,24000.0
864,2024-08-14,Neha Sharma,neha.sharma@example.com,East,Office Chair,Furniture,2,16000.0
881,2024-11-21,Sneha Iyer,sneha.iyer@example.com,East,Office Chair,Furniture,2,16000.0
965,2024-10-12,Rahul Reddy,rahul.reddy@example.com,East,Office Chair,Furniture,2,16000.0
966,2024-11-18,Priya Kumar,priya.kumar@example.com,East,Office Chair,Furniture,5,40000.0
994,2023-04-09,Neha Verma,neha.verma@example.com,East,Office Chair,Furniture,2,16000.0
15,2024-11-29,Amit Iyer,amit.iyer@example.com,South,Office Chair,Furniture,1,8000.0
40,2023-10-29,Amit Reddy,amit.reddy@example.com,South,Office Chair,Furniture,5,40000.0
41,2024-11-15,Neha Kumar,neha.kumar@example.com,South,Office Chair,Furniture,4,32000.0
56,2023-10-01,Arjun Reddy,arjun.reddy@example.com,South,Office Chair,Furniture,4,32000.0
125,2023-01-05,Arjun Gupta,arjun.gupta@example.com,South,Office Chair,Furniture,3,24000.0
173,2023-01-27,Rahul Reddy,rahul.reddy@example.com,South,Office Chair,Furniture,1,8000.0
253,2024-11-11,Karan Mehta,karan.mehta@example.com,South,Office Chair,Furniture,1,8000.0
323,2023-04-24,Ravi Singh,ravi.singh@example.com,South,Office Chair,Furniture,5,40000.0
358,2024-03-08,Sneha Sharma,sneha.sharma@example.com,South,Office Chair,Furniture,4,32000.0
381,2023-01-07,Sneha Verma,sneha.verma@example.com,South,Office Chair,Furniture,4,32000.0
500,2023-02-22,Pooja Sharma,pooja.sharma@example.com,South,Office Chair,Furniture,5,40000.0
509,2023-07-24,Simran Iyer,simran.iyer@example.com,South,Office Chair,Furniture,1,8000.0
525,2023-10-16,Arjun Gupta,arjun.gupta@example.com,South,Office Chair,Furniture,3,24000.0
557,2024-04-25,Rahul Singh,rahul.singh@example.com,South,Office Chair,Furniture,3,24000.0
697,2024-05-16,Arjun Patel,arjun.patel@example.com,South,Office Chair,Furniture,4,32000.0
715,2024-09-23,Amit Gupta,amit.gupta@example.com,South,Office Chair,Furniture,2,16000.0
756,2024-07-07,Neha Chopra,neha.chopra@example.com,South,Office Chair,Furniture,2,16000.0
811,2024-09-27,Rahul Singh,rahul.singh@example.com,South,Office Chair,Furniture,2,16000.0
914,2023-08-16,Pooja Chopra,pooja.chopra@example.com,South,Office Chair,Furniture,2,16000.0
933,2024-08-24,Sneha Reddy,sneha.reddy@example.com,South,Office Chair,Furniture,2,16000.0
995,2024-10-29,Neha Iyer,neha.iyer@example.com,South,Office Chair,Furniture,1,8000.0
11,2024-09-03,Arjun Reddy,arjun.reddy@example.com,North,Office Chair,Furniture,3,24000.0
12,2023-11-10,Rahul Verma,rahul.verma@example.com,North,Office Chair,Furniture,5,40000.0
21,2023-07-20,Karan Sharma,karan.sharma@example.com,North,Office Chair,Furniture,5,40000.0
83,2024-10-31,Ravi Iyer,ravi.iyer@example.com,North,Office Chair,Furniture,4,32000.0
145,2024-08-25,Neha Iyer,neha.iyer@example.com,North,Office Chair,Furniture,2,16000.0
161,2024-09-24,Neha Chopra,neha.chopra@example.com,North,Office Chair,Furniture,5,40000.0
171,2023-03-13,Pooja Singh,pooja.singh@example.com,North,Office Chair,Furniture,4,32000.0
258,2023-10-20,Karan Mehta,karan.mehta@example.com,North,Office Chair,Furniture,1,8000.0
282,2023-07-30,Amit Kumar,amit.kumar@example.com,North,Office Chair,Furniture,3,24000.0
301,2023-09-20,Neha Gupta,neha.gupta@example.com,North,Office Chair,Furniture,1,8000.0
310,2024-10-14,Karan Mehta,karan.mehta@example.com,North,Office Chair,Furniture,4,32000.0
312,2024-08-31,Priya Kumar,priya.kumar@example.com,North,Office Chair,Furniture,2,16000.0
416,2023-06-30,Priya Reddy,priya.reddy@example.com,North,Office Chair,Furniture,1,8000.0
633,2024-04-07,Simran Gupta,simran.gupta@example.com,North,Office Chair,Furniture,5,40000.0
671,2024-02-11,Neha Chopra,neha.chopra@example.com,North,Office Chair,Furniture,1,8000.0
676,2023-05-15,Neha Sharma,neha.sharma@example.com,North,Office Chair,Furniture,1,8000.0
709,2024-03-24,Arjun Patel,arjun.patel@example.com,North,Office Chair,Furniture,5,40000.0
735,2024-04-06,Pooja Reddy,pooja.reddy@example.com,North,Office Chair,Furniture,4,32000.0
744,2024-03-24,Amit Singh,amit.singh@example.com,North,Office Chair,Furniture,4,32000.0
829,2024-08-28,Simran Reddy,simran.reddy@example.com,North,Office Chair,Furniture,4,32000.0
868,2023-12-15,Karan Kumar,karan.kumar@example.com,North,Office Chair,Furniture,1,8000.0
996,2024-01-10,Sneha Kumar,sneha.kumar@example.com,North,Office Chair,Furniture,1,8000.0
997,2024-02-10,Rahul Reddy,rahul.reddy@example.com,North,Office Chair,Furniture,2,16000.0
1000,2023-12-26,Arjun Patel,arjun.patel@example.com,North,Office Chair,Furniture,2,16000.0
113,2023-11-20,Simran Sharma,simran.sharma@example.com,Central,Desk Lamp,Furniture,2,4000.0
128,2024-07-23,Neha Verma,neha.verma@example.com,Central,Desk Lamp,Furniture,5,10000.0
141,2023-03-27,Priya Chopra,priya.chopra@example.com,Central,Desk Lamp,Furniture,2,4000.0
190,2024-11-22,Amit Mehta,amit.mehta@example.com,Central,Desk Lamp,Furniture,5,10000.0
277,2024-04-09,Arjun Patel,arjun.patel@example.com,Central,Desk Lamp,Furniture,2,4000.0
423,2024-09-12,Karan Mehta,karan.mehta@example.com,Central,Desk Lamp,Furniture,1,2000.0
472,2024-01-25,Simran Mehta,simran.mehta@example.com,Central,Desk Lamp,Furniture,4,8000.0
473,2023-11-22,Sneha Iyer,sneha.iyer@example.com,Central,Desk Lamp,Furniture,2,4000.0
531,2024-09-30,Amit Reddy,amit.reddy@example.com,Central,Desk Lamp,Furniture,4,8000.0
547,2024-02-09,Arjun Chopra,arjun.chopra@example.com,Central,Desk Lamp,Furniture,2,4000.0
564,2024-09-02,Arjun Gupta,arjun.gupta@example.com,Central,Desk Lamp,Furniture,3,6000.0
577,2023-03-08,Arjun Chopra,arjun.chopra@example.com,Central,Desk Lamp,Furniture,5,10000.0
650,2024-11-20,Priya Sharma,priya.sharma@example.com,Central,Desk Lamp,Furniture,3,6000.0
672,2024-02-05,Arjun Patel,arjun.patel@example.com,Central,Desk Lamp,Furniture,5,10000.0
673,2024-11-09,Pooja Verma,pooja.verma@example.com,Central,Desk Lamp,Furniture,5,10000.0
758,2024-10-23,Rahul Verma,rahul.verma@example.com,Central,Desk Lamp,Furniture,2,4000.0
784,2023-06-18,Ravi Chopra,ravi.chopra@example.com,Central,Desk Lamp,Furniture,5,10000.0
842,2023-05-13,Sneha Sharma,sneha.sharma@example.com,Central,Desk Lamp,Furniture,1,2000.0
972,2024-10-12,Pooja Verma,pooja.verma@example.com,Central,Desk Lamp,Furniture,5,10000.0
22,2024-10-23,Neha Singh,neha.singh@example.com,West,Desk Lamp,Furniture,4,8000.0
27,2023-04-11,Simran Verma,simran.verma@example.com,West,Desk Lamp,Furniture,4,8000.0
51,2024-04-04,Simran Iyer,simran.iyer@example.com,West,Desk Lamp,Furniture,5,10000.0
64,2023-07-05,Priya Reddy,priya.reddy@example.com,West,Desk Lamp,Furniture,1,2000.0
116,2024-09-19,Neha Verma,neha.verma@example.com,West,Desk Lamp,Furniture,3,6000.0
146,2023-03-21,Neha Chopra,neha.chopra@example.com,West,Desk Lamp,Furniture,2,4000.0
175,2024-07-02,Amit Singh,amit.singh@example.com,West,Desk Lamp,Furniture,4,8000.0
186,2024-01-25,Arjun Chopra,arjun.chopra@example.com,West,Desk Lamp,Furniture,4,8000.0
275,2023-07-26,Neha Singh,neha.singh@example.com,West,Desk Lamp,Furniture,4,8000.0
283,2023-03-03,Ravi Gupta,ravi.gupta@example.com,West,Desk Lamp,Furniture,5,10000.0
288,2024-04-20,Simran Reddy,simran.reddy@example.com,West,Desk Lamp,Furniture,5,10000.0
292,2024-12-05,Neha Reddy,neha.reddy@example.com,West,Desk Lamp,Furniture,2,4000.0
303,2023-06-01,Arjun Chopra,arjun.chopra@example.com,West,Desk Lamp,Furniture,5,10000.0
386,2023-04-01,Sneha Chopra,sneha.chopra@example.com,West,Desk Lamp,Furniture,3,6000.0
464,2023-04-07,Simran Kumar,simran.kumar@example.com,West,Desk Lamp,Furniture,4,8000.0
497,2023-09-17,Priya Iyer,priya.iyer@example.com,West,Desk Lamp,Furniture,4,8000.0
591,2024-04-29,Amit Gupta,amit.gupta@example.com,West,Desk Lamp,Furniture,4,8000.0
619,2023-05-17,Karan Mehta,karan.mehta@example.com,West,Desk Lamp,Furniture,4,8000.0
667,2023-02-28,Amit Mehta,amit.mehta@example.com,West,Desk Lamp,Furniture,1,2000.0
782,2023-01-17,Simran Gupta,simran.gupta@example.com,West,Desk Lamp,Furniture,5,10000.0
832,2024-02-01,Priya Sharma,priya.sharma@example.com,West,Desk Lamp,Furniture,2,4000.0
837,2023-08-19,Rahul Reddy,rahul.reddy@example.com,West,Desk Lamp,Furniture,2,4000.0
849,2023-04-20,Neha Sharma,neha.sharma@example.com,West,Desk Lamp,Furniture,1,2000.0
922,2023-10-17,Karan Iyer,karan.iyer@example.com,West,Desk Lamp,Furniture,1,2000.0
939,2024-08-27,Arjun Singh,arjun.singh@example.com,West,Desk Lamp,Furniture,4,8000.0
978,2024-01-05,Simran Kumar,simran.kumar@example.com,West,Desk Lamp,Furniture,5,10000.0
91,2024-07-03,Amit Verma,amit.verma@example.com,East,Desk Lamp,Furniture,5,10000.0
122,2023-10-20,Arjun Kumar,arjun.kumar@example.com,East,Desk Lamp,Furniture,4,8000.0
131,2024-07-11,Ravi Sharma,ravi.sharma@example.com,East,Desk Lamp,Furniture,3,6000.0
165,2024-01-19,Karan Verma,karan.verma@example.com,East,Desk Lamp,Furniture,1,2000.0
202,2024-04-05,Ravi Sharma,ravi.sharma@example.com,East,Desk Lamp,Furniture,2,4000.0
236,2024-04-18,Rahul Sharma,rahul.sharma@example.com,East,Desk Lamp,Furniture,3,6000.0
269,2024-10-31,Karan Kumar,karan.kumar@example.com,East,Desk Lamp,Furniture,3,6000.0
365,2024-09-25,Arjun Gupta,arjun.gupta@example.com,East,Desk Lamp,Furniture,4,8000.0
378,2023-02-08,Amit Mehta,amit.mehta@example.com,East,Desk Lamp,Furniture,1,2000.0
379,2023-05-15,Neha Sharma,neha.sharma@example.com,East,Desk Lamp,Furniture,4,8000.0
385,2024-06-24,Neha Chopra,neha.chopra@example.com,East,Desk Lamp,Furniture,4,8000.0
428,2023-09-02,Priya Patel,priya.patel@example.com,East,Desk Lamp,Furniture,2,4000.0
480,2024-08-10,Neha Chopra,neha.chopra@example.com,East,Desk Lamp,Furniture,2,4000.0
512,2024-05-19,Amit Reddy,amit.reddy@example.com,East,Desk Lamp,Furniture,5,10000.0
520,2024-10-04,Neha Chopra,neha.chopra@example.com,East,Desk Lamp,Furniture,2,4000.0
562,2023-06-01,Neha Verma,neha.verma@example.com,East,Desk Lamp,Furniture,3,6000.0
566,2024-05-15,Amit Verma,amit.verma@example.com,East,Desk Lamp,Furniture,5,10000.0
574,2024-11-06,Karan Iyer,karan.iyer@example.com,East,Desk Lamp,Furniture,1,2000.0
599,2023-01-20,Arjun Chopra,arjun.chopra@example.com,East,Desk Lamp,Furniture,4,8000.0
699,2024-01-14,Pooja Reddy,pooja.reddy@example.com,East,Desk Lamp,Furniture,2,4000.0
796,2024-09-07,Priya Kumar,priya.kumar@example.com,East,Desk Lamp,Furniture,1,2000.0
799,2023-11-03,Rahul Sharma,rahul.sharma@example.com,East,Desk Lamp,Furniture,4,8000.0
802,2023-03-12,Karan Reddy,karan.reddy@example.com,East,Desk Lamp,Furniture,1,2000.0
818,2023-03-01,Amit Gupta,amit.gupta@example.com,East,Desk Lamp,Furniture,5,10000.0
822,2023-06-03,Arjun Patel,arjun.patel@example.com,East,Desk Lamp,Furniture,2,4000.0
901,2023-12-20,Sneha Verma,sneha.verma@example.com,East,Desk Lamp,Furniture,1,2000.0
16,2023-12-20,Simran Reddy,simran.reddy@example.com,South,Desk Lamp,Furniture,5,10000.0
19,2023-07-20,Karan Mehta,karan.mehta@example.com,South,Desk Lamp,Furniture,5,10000.0
57,2023-10-21,Rahul Singh,rahul.singh@example.com,South,Desk Lamp,Furniture,2,4000.0
102,2024-10-31,Amit Kumar,amit.kumar@example.com,South,Desk Lamp,Furniture,3,6000.0
103,2024-01-29,Sneha Kumar,sneha.kumar@example.com,South,Desk Lamp,Furniture,1,2000.0
155,2023-01-11,Karan Singh,karan.singh@example.com,South,Desk Lamp,Furniture,2,4000.0
164,2023-10-29,Amit Kumar,amit.kumar@example.com,South,Desk Lamp,Furniture,2,4000.0
188,2024-09-10,Neha Gupta,neha.gupta@example.com,South,Desk Lamp,Furniture,5,10000.0
206,2023-01-19,Arjun Gupta,arjun.gupta@example.com,South,Desk Lamp,Furniture,2,4000.0
238,2023-05-14,Ravi Singh,ravi.singh@example.com,South,Desk Lamp,Furniture,4,8000.0
300,2023-04-07,Arjun Patel,arjun.patel@example.com,South,Desk Lamp,Furniture,1,2000.0
343,2023-04-27,Arjun Kumar,arjun.kumar@example.com,South,Desk Lamp,Furniture,4,8000.0
436,2023-09-02,Sneha Reddy,sneha.reddy@example.com,South,Desk Lamp,Furniture,5,10000.0
448,2024-11-19,Amit Reddy,amit.reddy@example.com,South,Desk Lamp,Furniture,2,4000.0
454,2023-12-01,Ravi Sharma,ravi.sharma@example.com,South,Desk Lamp,Furniture,2,4000.0
455,2024-10-09,Ravi Iyer,ravi.iyer@example.com,South,Desk Lamp,Furniture,3,6000.0
478,2024-04-18,Karan Sharma,karan.sharma@example.com,South,Desk Lamp,Furniture,2,4000.0
504,2023-03-23,Amit Singh,amit.singh@example.com,South,Desk Lamp,Furniture,4,8000.0
584,2024-07-08,Sneha Chopra,sneha.chopra@example.com,South,Desk Lamp,Furniture,5,10000.0
593,2023-07-06,Sneha Chopra,sneha.chopra@example.com,South,Desk Lamp,Furniture,1,2000.0
644,2023-07-31,Arjun Verma,arjun.verma@example.com,South,Desk Lamp,Furniture,3,6000.0
